,crop,Soil_Type,Pesticide_Use_Category,Season,rainfall,Crop_Damage
4040,0,1,Amidosulfuron,3,196,84
4041,1,1,Chlormequat,1,139,98
4042,1,0,Amidosulfuron,2,79,87
4043,0,0,Chlormequat,1,90,80
4044,1,0,Lamba-Cyhalothrin,3,200,97
4045,0,1,Lamba-Cyhalothrin,3,114,83
4046,0,0,Amidosulfuron,3,106,81
4047,1,1,Chlormequat,1,261,88
4048,1,1,Chlormequat,1,235,99
4049,1,0,Lamba-Cyhalothrin,1,99,86
4050,1,1,Chlormequat,1,273,94
4051,1,0,Chlormequat,1,65,89
4052,1,1,Amidosulfuron,1,69,98
4053,1,1,Chlormequat,3,280,92
4054,1,1,Lamba-Cyhalothrin,3,165,97
4055,0,0,Lamba-Cyhalothrin,3,68,96
4056,1,1,Chlormequat,2,104,86
4057,0,1,Amidosulfuron,3,290,99
4058,0,0,Chlormequat,2,111,85
4059,1,1,Amidosulfuron,2,251,88
4060,0,1,Lamba-Cyhalothrin,2,66,96
4061,1,1,Chlormequat,1,158,82
4062,1,0,Amidosulfuron,1,132,93
4063,0,1,Lamba-Cyhalothrin,3,150,92
4064,1,1,Lamba-Cyhalothrin,1,198,84
4065,0,1,Amidosulfuron,1,256,89
4066,1,0,Chlormequat,3,227,96
4067,0,0,Chlormequat,1,81,82
4068,0,1,Amidosulfuron,3,284,84
4069,1,0,Amidosulfuron,1,140,89
4070,1,0,Chlormequat,3,175,82
4071,0,0,Chlormequat,2,140,91
4072,0,1,Lamba-Cyhalothrin,3,62,89
4073,0,1,Amidosulfuron,3,128,96
4074,1,1,Chlormequat,1,74,87
4075,0,0,Amidosulfuron,2,242,98
4076,0,0,Amidosulfuron,3,240,88
4077,1,1,Amidosulfuron,2,268,81
4078,1,1,Amidosulfuron,3,195,84
4079,1,0,Chlormequat,2,108,83
4080,0,1,Lamba-Cyhalothrin,1,291,97
4081,0,0,Amidosulfuron,2,283,81
4082,1,0,Chlormequat,2,168,85
4083,1,1,Chlormequat,1,222,88
4084,0,0,Chlormequat,2,124,99
4085,0,1,Amidosulfuron,3,111,98
4086,0,0,Amidosulfuron,3,92,97
4087,1,0,Lamba-Cyhalothrin,2,250,99
4088,1,0,Chlormequat,1,155,80
4089,1,0,Lamba-Cyhalothrin,2,139,81
4090,0,0,Chlormequat,1,87,80
4091,0,1,Chlormequat,1,281,91
4092,0,1,Amidosulfuron,3,246,85
4093,1,1,Amidosulfuron,3,62,94
4094,1,1,Amidosulfuron,1,158,99
4095,1,1,Amidosulfuron,1,288,92
4096,1,0,Chlormequat,1,116,98
4097,1,0,Chlormequat,2,196,83
4098,1,0,Amidosulfuron,3,162,86
4099,0,0,Lamba-Cyhalothrin,3,94,84
4100,0,0,Lamba-Cyhalothrin,3,156,96
4101,1,0,Chlormequat,3,84,87
4102,1,0,Lamba-Cyhalothrin,2,110,85
4103,0,1,Lamba-Cyhalothrin,1,262,89
4104,0,1,Chlormequat,3,156,98
4105,0,1,Chlormequat,2,122,98
4106,1,0,Chlormequat,2,80,92
4107,0,1,Amidosulfuron,3,93,95
4108,0,1,Lamba-Cyhalothrin,2,84,90
4109,0,0,Chlormequat,3,161,83
4110,0,1,Amidosulfuron,1,124,99
4111,1,0,Amidosulfuron,1,224,95
4112,0,0,Amidosulfuron,3,71,96
4113,1,1,Lamba-Cyhalothrin,2,249,90
4114,1,0,Lamba-Cyhalothrin,2,60,84
4115,1,0,Lamba-Cyhalothrin,3,204,85
4116,1,0,Chlormequat,1,272,86
4117,1,1,Chlormequat,1,198,86
4118,1,0,Lamba-Cyhalothrin,2,236,94
4119,0,0,Chlormequat,3,218,95
4120,1,1,Lamba-Cyhalothrin,1,202,93
4121,0,0,Amidosulfuron,2,133,88
4122,1,1,Lamba-Cyhalothrin,1,254,83
4123,0,0,Chlormequat,2,111,99
4124,1,0,Chlormequat,2,233,93
4125,1,0,Chlormequat,3,246,94
4126,1,0,Lamba-Cyhalothrin,1,61,87
4127,0,1,Chlormequat,3,260,93
4128,1,1,Lamba-Cyhalothrin,2,227,91
4129,0,1,Chlormequat,3,117,88
4130,1,0,Chlormequat,1,103,94
4131,1,1,Chlormequat,1,202,97
4132,0,1,Amidosulfuron,1,121,97
4133,0,0,Lamba-Cyhalothrin,3,99,86
4134,0,0,Lamba-Cyhalothrin,3,164,98
4135,0,0,Amidosulfuron,2,64,89
4136,1,1,Chlormequat,3,154,94
4137,0,1,Lamba-Cyhalothrin,3,257,89
4138,1,1,Chlormequat,2,62,94
4139,0,0,Lamba-Cyhalothrin,2,136,93
4140,1,0,Amidosulfuron,2,67,95
4141,1,0,Amidosulfuron,2,271,83
4142,1,0,Amidosulfuron,3,261,80
4143,0,1,Lamba-Cyhalothrin,3,258,99
4144,1,0,Chlormequat,1,99,96
4145,1,0,Lamba-Cyhalothrin,3,286,96
4146,1,1,Chlormequat,1,82,89
4147,1,0,Amidosulfuron,2,88,99
4148,0,0,Lamba-Cyhalothrin,3,97,85
4149,1,0,Amidosulfuron,1,158,97
4150,0,0,Chlormequat,3,217,80
4151,0,0,Lamba-Cyhalothrin,2,135,84
4152,1,1,Amidosulfuron,3,187,87
4153,1,1,Chlormequat,3,191,83
4154,0,0,Lamba-Cyhalothrin,2,230,83
4155,0,1,Lamba-Cyhalothrin,1,105,94
4156,1,1,Chlormequat,3,109,94
4157,1,1,Lamba-Cyhalothrin,2,189,93
4158,0,1,Amidosulfuron,1,118,82
4159,0,0,Amidosulfuron,2,263,85
4160,1,0,Chlormequat,1,227,84
4161,0,1,Lamba-Cyhalothrin,1,190,88
4162,1,1,Amidosulfuron,2,74,88
4163,1,1,Lamba-Cyhalothrin,1,280,98
4164,1,1,Chlormequat,2,83,96
4165,1,1,Lamba-Cyhalothrin,1,204,88
4166,1,1,Lamba-Cyhalothrin,2,215,85
4167,1,1,Chlormequat,1,261,81
4168,0,1,Chlormequat,2,267,84
4169,0,1,Chlormequat,3,165,84
4170,1,1,Lamba-Cyhalothrin,1,111,93
4171,1,1,Amidosulfuron,3,191,93
4172,0,0,Chlormequat,2,88,91
4173,1,1,Chlormequat,2,226,96
4174,1,0,Chlormequat,3,88,93
4175,0,1,Chlormequat,1,121,84
4176,1,1,Amidosulfuron,3,107,97
4177,0,1,Lamba-Cyhalothrin,3,138,86
4178,0,0,Chlormequat,2,79,80
4179,1,0,Lamba-Cyhalothrin,1,221,85
4180,0,1,Chlormequat,3,240,86
4181,0,1,Lamba-Cyhalothrin,1,102,88
4182,1,0,Lamba-Cyhalothrin,2,115,82
4183,1,1,Chlormequat,2,78,86
4184,1,1,Lamba-Cyhalothrin,1,112,84
4185,1,1,Amidosulfuron,1,164,80
4186,1,0,Lamba-Cyhalothrin,3,205,98
4187,1,1,Amidosulfuron,1,127,80
4188,0,0,Chlormequat,2,153,97
4189,0,0,Amidosulfuron,1,149,88
4190,0,1,Lamba-Cyhalothrin,3,66,95
4191,1,1,Chlormequat,2,212,99
4192,1,0,Lamba-Cyhalothrin,1,170,88
4193,1,1,Chlormequat,1,113,93
4194,0,0,Amidosulfuron,3,114,80
4195,0,0,Lamba-Cyhalothrin,1,68,97
4196,1,1,Chlormequat,2,188,90
4197,1,0,Lamba-Cyhalothrin,3,187,94
4198,1,0,Chlormequat,1,145,83
4199,0,0,Chlormequat,2,64,87
4200,0,0,Lamba-Cyhalothrin,3,294,88
4201,1,0,Lamba-Cyhalothrin,2,163,94
4202,1,0,Lamba-Cyhalothrin,2,163,96
4203,0,0,Chlormequat,3,159,93
4204,0,1,Lamba-Cyhalothrin,2,223,87
4205,0,0,Chlormequat,1,80,83
4206,1,1,Amidosulfuron,2,284,98
4207,0,0,Lamba-Cyhalothrin,2,66,87
4208,1,0,Chlormequat,3,181,96
4209,1,0,Lamba-Cyhalothrin,1,156,82
4210,0,1,Amidosulfuron,2,252,82
4211,0,0,Lamba-Cyhalothrin,1,130,99
4212,0,1,Amidosulfuron,3,285,99
4213,1,1,Chlormequat,2,253,86
4214,0,1,Lamba-Cyhalothrin,1,85,82
4215,0,0,Amidosulfuron,2,179,86
4216,0,1,Lamba-Cyhalothrin,3,70,94
4217,1,0,Amidosulfuron,2,155,91
4218,1,0,Lamba-Cyhalothrin,1,191,93
4219,1,0,Lamba-Cyhalothrin,2,96,89
4220,1,1,Chlormequat,3,116,92
4221,1,0,Chlormequat,3,137,89
4222,0,1,Amidosulfuron,3,267,93
4223,0,1,Chlormequat,2,131,83
4224,1,0,Amidosulfuron,3,101,97
4225,1,0,Chlormequat,3,99,85
4226,0,1,Chlormequat,3,74,82
4227,1,1,Chlormequat,1,217,95
4228,0,1,Amidosulfuron,3,296,83
4229,0,1,Chlormequat,1,126,96
4230,1,1,Chlormequat,2,282,88
4231,1,1,Lamba-Cyhalothrin,3,81,80
4232,0,0,Chlormequat,2,253,87
4233,0,0,Chlormequat,3,138,84
4234,0,1,Lamba-Cyhalothrin,2,87,99
4235,0,1,Amidosulfuron,1,292,85
4236,0,0,Chlormequat,3,287,93
4237,0,1,Amidosulfuron,3,223,88
4238,0,0,Amidosulfuron,1,172,91
4239,1,1,Chlormequat,3,158,95
4240,1,0,Chlormequat,2,76,98
4241,1,0,Chlormequat,1,182,93
4242,0,1,Chlormequat,1,282,81
4243,1,1,Amidosulfuron,3,124,93
4244,1,1,Lamba-Cyhalothrin,3,229,93
4245,1,1,Amidosulfuron,2,160,86
4246,0,0,Chlormequat,1,96,88
4247,0,0,Lamba-Cyhalothrin,2,230,96
4248,0,1,Lamba-Cyhalothrin,3,294,98
4249,1,0,Lamba-Cyhalothrin,2,231,86
4250,0,1,Chlormequat,1,245,88
4251,0,0,Lamba-Cyhalothrin,2,226,85
4252,0,1,Lamba-Cyhalothrin,2,79,83
4253,0,0,Chlormequat,3,65,84
4254,0,0,Lamba-Cyhalothrin,3,87,90
4255,0,1,Chlormequat,2,217,93
4256,0,1,Chlormequat,2,236,90
4257,1,1,Chlormequat,2,193,80
4258,0,1,Amidosulfuron,3,100,93
4259,1,0,Chlormequat,1,222,81
4260,1,0,Chlormequat,1,279,97
4261,0,0,Amidosulfuron,2,116,94
4262,0,0,Chlormequat,2,255,81
4263,0,0,Lamba-Cyhalothrin,2,229,95
4264,1,1,Lamba-Cyhalothrin,1,265,80
4265,0,1,Chlormequat,1,164,93
4266,1,1,Chlormequat,1,285,99
4267,1,0,Amidosulfuron,3,71,82
4268,1,0,Chlormequat,3,205,87
4269,0,0,Lamba-Cyhalothrin,2,116,84
4270,1,0,Chlormequat,2,97,83
4271,0,0,Chlormequat,3,287,86
4272,1,1,Chlormequat,3,102,85
4273,0,0,Chlormequat,2,121,82
4274,1,0,Chlormequat,1,200,92
4275,0,1,Chlormequat,2,94,83
4276,0,1,Lamba-Cyhalothrin,1,148,85
4277,0,0,Amidosulfuron,1,256,97
4278,1,0,Amidosulfuron,3,190,92
4279,0,1,Amidosulfuron,3,95,88
4280,0,0,Chlormequat,1,283,99
4281,1,1,Lamba-Cyhalothrin,1,257,85
4282,1,0,Chlormequat,2,262,82
4283,1,1,Amidosulfuron,1,206,83
4284,1,0,Chlormequat,3,213,96
4285,0,0,Chlormequat,3,127,94
4286,1,0,Amidosulfuron,3,260,92
4287,0,0,Chlormequat,3,108,80
4288,0,0,Amidosulfuron,1,117,99
4289,1,0,Chlormequat,2,67,90
4290,0,0,Lamba-Cyhalothrin,3,278,80
4291,0,1,Lamba-Cyhalothrin,1,264,96
4292,0,0,Chlormequat,1,196,94
4293,0,0,Lamba-Cyhalothrin,1,231,91
4294,0,0,Chlormequat,1,246,87
4295,1,0,Amidosulfuron,1,147,92
4296,0,1,Chlormequat,3,86,85
4297,1,0,Amidosulfuron,1,274,94
4298,1,0,Chlormequat,1,173,80
4299,0,0,Chlormequat,3,211,97
4300,0,1,Amidosulfuron,2,187,96
4301,0,0,Chlormequat,2,60,96
4302,1,1,Chlormequat,2,203,94
4303,0,0,Lamba-Cyhalothrin,2,80,99
4304,0,0,Amidosulfuron,2,214,96
4305,1,1,Amidosulfuron,2,234,86
4306,1,0,Chlormequat,1,229,84
4307,1,1,Amidosulfuron,3,266,88
4308,0,1,Amidosulfuron,3,210,96
4309,1,0,Amidosulfuron,3,159,86
4310,1,0,Chlormequat,1,250,90
4311,1,1,Lamba-Cyhalothrin,3,60,93
4312,1,0,Amidosulfuron,3,116,91
4313,0,1,Lamba-Cyhalothrin,1,116,97
4314,1,1,Chlormequat,2,71,88
4315,1,1,Lamba-Cyhalothrin,2,232,99
4316,0,0,Lamba-Cyhalothrin,1,185,81
4317,1,1,Amidosulfuron,3,281,92
4318,1,0,Chlormequat,2,236,98
4319,1,1,Chlormequat,3,134,92
4320,1,0,Lamba-Cyhalothrin,1,295,86
4321,1,0,Chlormequat,3,232,85
4322,0,0,Lamba-Cyhalothrin,1,220,93
4323,1,1,Chlormequat,2,191,86
4324,1,0,Chlormequat,2,227,91
4325,0,0,Amidosulfuron,1,246,84
4326,0,0,Amidosulfuron,3,254,82
4327,1,1,Chlormequat,3,110,91
4328,1,0,Amidosulfuron,3,197,86
4329,0,1,Lamba-Cyhalothrin,2,212,97
4330,0,0,Amidosulfuron,3,148,85
4331,0,1,Chlormequat,1,263,97
4332,1,0,Chlormequat,2,232,91
4333,1,1,Chlormequat,2,196,83
4334,0,1,Chlormequat,3,189,98
4335,0,0,Chlormequat,1,171,99
4336,1,0,Lamba-Cyhalothrin,3,169,88
4337,0,0,Chlormequat,3,93,82
4338,1,1,Amidosulfuron,1,252,98
4339,1,0,Lamba-Cyhalothrin,1,115,97
4340,0,1,Lamba-Cyhalothrin,1,104,98
4341,1,0,Chlormequat,2,114,91
4342,1,0,Lamba-Cyhalothrin,2,155,81
4343,1,1,Lamba-Cyhalothrin,2,129,85
4344,0,0,Chlormequat,1,279,99
4345,1,0,Lamba-Cyhalothrin,1,151,81
4346,0,1,Lamba-Cyhalothrin,1,246,89
4347,0,0,Lamba-Cyhalothrin,1,172,98
4348,0,0,Lamba-Cyhalothrin,3,249,80
4349,1,1,Chlormequat,2,86,91
4350,0,0,Chlormequat,1,265,87
4351,1,0,Lamba-Cyhalothrin,2,156,98
4352,0,0,Chlormequat,2,147,82
4353,0,0,Chlormequat,1,155,95
4354,0,0,Amidosulfuron,1,102,88
4355,0,1,Chlormequat,2,271,84
4356,1,0,Chlormequat,3,80,80
4357,0,0,Lamba-Cyhalothrin,3,103,90
4358,1,0,Amidosulfuron,1,198,87
4359,0,1,Lamba-Cyhalothrin,3,115,95
4360,0,0,Chlormequat,2,239,88
4361,1,0,Chlormequat,2,298,94
4362,1,0,Amidosulfuron,1,203,96
4363,0,0,Lamba-Cyhalothrin,1,216,91
4364,1,1,Lamba-Cyhalothrin,3,99,92
4365,1,1,Amidosulfuron,1,274,81
4366,0,0,Chlormequat,1,65,92
4367,1,1,Lamba-Cyhalothrin,1,153,83
4368,0,1,Lamba-Cyhalothrin,1,252,85
4369,1,0,Chlormequat,2,67,99
4370,0,1,Lamba-Cyhalothrin,1,209,80
4371,0,0,Amidosulfuron,3,136,81
4372,0,1,Amidosulfuron,1,148,81
4373,0,1,Lamba-Cyhalothrin,2,212,98
4374,1,0,Chlormequat,2,141,95
4375,1,1,Lamba-Cyhalothrin,2,85,85
4376,1,0,Amidosulfuron,2,239,85
4377,1,0,Chlormequat,1,212,91
4378,0,0,Chlormequat,2,109,91
4379,1,1,Amidosulfuron,1,297,84
4380,0,0,Lamba-Cyhalothrin,2,105,97
4381,0,0,Lamba-Cyhalothrin,1,60,92
4382,0,1,Amidosulfuron,3,99,93
4383,0,1,Lamba-Cyhalothrin,1,94,99
4384,0,1,Amidosulfuron,1,292,95
4385,0,0,Amidosulfuron,2,264,80
4386,1,0,Lamba-Cyhalothrin,2,131,99
4387,1,0,Amidosulfuron,1,199,83
4388,0,1,Amidosulfuron,2,203,81
4389,1,1,Chlormequat,1,236,97
4390,1,1,Chlormequat,2,240,87
4391,0,1,Lamba-Cyhalothrin,3,179,86
4392,0,0,Chlormequat,3,182,98
4393,1,0,Amidosulfuron,3,203,93
4394,1,1,Amidosulfuron,3,126,99
4395,1,1,Lamba-Cyhalothrin,3,114,94
4396,1,0,Chlormequat,2,116,83
4397,0,1,Lamba-Cyhalothrin,2,229,86
4398,0,0,Amidosulfuron,2,256,83
4399,1,1,Chlormequat,2,222,83
4400,1,0,Chlormequat,1,220,88
4401,1,0,Chlormequat,1,273,87
4402,1,1,Lamba-Cyhalothrin,3,261,80
4403,0,0,Lamba-Cyhalothrin,2,266,86
4404,0,1,Chlormequat,1,183,86
4405,0,0,Amidosulfuron,2,284,80
4406,1,0,Lamba-Cyhalothrin,2,158,91
4407,1,0,Amidosulfuron,3,215,97
4408,1,1,Lamba-Cyhalothrin,1,169,80
4409,1,0,Amidosulfuron,3,203,88
4410,0,0,Amidosulfuron,1,98,91
4411,0,0,Amidosulfuron,2,298,96
4412,0,0,Amidosulfuron,2,251,99
4413,1,0,Chlormequat,3,74,82
4414,1,0,Lamba-Cyhalothrin,2,172,84
4415,0,0,Chlormequat,2,247,93
4416,0,1,Amidosulfuron,3,69,84
4417,1,0,Chlormequat,3,107,88
4418,0,0,Chlormequat,3,229,86
4419,1,1,Chlormequat,1,69,80
4420,1,0,Amidosulfuron,3,79,97
4421,0,1,Chlormequat,3,205,91
4422,1,1,Amidosulfuron,3,142,90
4423,0,0,Lamba-Cyhalothrin,2,118,95
4424,1,1,Lamba-Cyhalothrin,3,283,85
4425,0,1,Amidosulfuron,2,146,87
4426,1,0,Amidosulfuron,2,259,82
4427,1,1,Lamba-Cyhalothrin,1,97,87
4428,1,0,Amidosulfuron,3,209,90
4429,0,1,Lamba-Cyhalothrin,2,150,97
4430,1,1,Amidosulfuron,1,165,93
4431,0,1,Lamba-Cyhalothrin,3,254,89
4432,1,1,Lamba-Cyhalothrin,3,119,84
4433,1,1,Chlormequat,1,181,92
4434,1,0,Chlormequat,1,183,80
4435,1,1,Amidosulfuron,3,61,85
4436,1,1,Chlormequat,2,128,83
4437,0,0,Chlormequat,3,92,97
4438,1,1,Chlormequat,2,122,87
4439,0,1,Lamba-Cyhalothrin,1,80,93
4440,1,0,Chlormequat,3,139,94
4441,0,0,Chlormequat,3,214,87
4442,1,1,Chlormequat,1,166,80
4443,0,0,Chlormequat,1,161,85
4444,1,0,Amidosulfuron,2,276,81
4445,1,1,Lamba-Cyhalothrin,2,279,94
4446,0,0,Lamba-Cyhalothrin,3,97,91
4447,0,0,Amidosulfuron,3,260,80
4448,1,1,Lamba-Cyhalothrin,2,220,85
4449,1,1,Chlormequat,2,291,84
4450,1,0,Lamba-Cyhalothrin,3,183,81
4451,0,1,Amidosulfuron,1,76,81
4452,0,0,Chlormequat,2,214,97
4453,1,1,Lamba-Cyhalothrin,3,128,85
4454,1,0,Chlormequat,3,177,84
4455,0,0,Lamba-Cyhalothrin,3,110,95
4456,0,0,Chlormequat,1,69,91
4457,0,0,Lamba-Cyhalothrin,1,175,96
4458,0,0,Lamba-Cyhalothrin,2,80,98
4459,0,0,Lamba-Cyhalothrin,2,94,86
4460,0,1,Lamba-Cyhalothrin,1,149,88
4461,0,0,Lamba-Cyhalothrin,3,243,99
4462,0,0,Amidosulfuron,2,190,96
4463,0,0,Amidosulfuron,2,155,82
4464,0,1,Chlormequat,1,122,96
4465,1,0,Amidosulfuron,1,238,94
4466,0,1,Chlormequat,1,270,96
4467,1,1,Lamba-Cyhalothrin,3,86,92
4468,0,0,Lamba-Cyhalothrin,2,98,88
4469,0,1,Chlormequat,3,238,93
4470,0,1,Chlormequat,3,199,94
4471,0,1,Amidosulfuron,3,111,90
4472,0,0,Amidosulfuron,1,183,85
4473,0,0,Chlormequat,3,106,99
4474,0,1,Lamba-Cyhalothrin,3,261,89
4475,1,1,Chlormequat,2,115,93
4476,1,1,Amidosulfuron,2,126,84
4477,0,0,Chlormequat,2,71,80
4478,0,0,Amidosulfuron,3,174,88
4479,0,0,Amidosulfuron,2,158,90
4480,0,0,Lamba-Cyhalothrin,3,86,92
4481,0,0,Chlormequat,3,207,99
4482,0,0,Amidosulfuron,2,241,88
4483,1,1,Chlormequat,3,223,95
4484,0,0,Chlormequat,1,178,82
4485,1,0,Lamba-Cyhalothrin,1,230,85
4486,1,0,Chlormequat,3,164,90
4487,0,1,Chlormequat,2,267,89
4488,0,1,Amidosulfuron,1,174,89
4489,1,0,Lamba-Cyhalothrin,1,201,83
4490,1,0,Amidosulfuron,3,85,88
4491,1,0,Chlormequat,3,262,91
4492,0,1,Chlormequat,2,164,88
4493,1,0,Lamba-Cyhalothrin,3,129,91
4494,0,0,Amidosulfuron,1,165,90
4495,1,0,Lamba-Cyhalothrin,1,145,83
4496,1,0,Chlormequat,3,229,83
4497,1,1,Chlormequat,2,111,82
4498,0,0,Chlormequat,1,231,89
4499,0,0,Amidosulfuron,3,211,95
4500,1,0,Lamba-Cyhalothrin,3,164,92
4501,1,1,Lamba-Cyhalothrin,1,182,94
4502,0,1,Amidosulfuron,1,237,89
4503,1,0,Lamba-Cyhalothrin,3,103,95
4504,1,1,Lamba-Cyhalothrin,2,104,94
4505,0,1,Amidosulfuron,1,277,83
4506,0,0,Amidosulfuron,3,178,91
4507,1,1,Lamba-Cyhalothrin,3,185,87
4508,1,0,Chlormequat,2,121,88
4509,0,0,Chlormequat,1,87,87
4510,0,1,Lamba-Cyhalothrin,1,105,81
4511,1,1,Lamba-Cyhalothrin,3,113,96
4512,0,1,Lamba-Cyhalothrin,2,250,84
4513,0,1,Lamba-Cyhalothrin,1,88,81
4514,1,1,Chlormequat,3,222,80
4515,0,1,Amidosulfuron,3,114,83
4516,0,1,Amidosulfuron,2,140,87
4517,1,0,Amidosulfuron,1,93,92
4518,1,0,Amidosulfuron,1,245,91
4519,0,1,Lamba-Cyhalothrin,3,91,88
4520,0,1,Lamba-Cyhalothrin,1,73,82
4521,1,0,Lamba-Cyhalothrin,2,207,94
4522,0,0,Lamba-Cyhalothrin,2,181,99
4523,1,1,Lamba-Cyhalothrin,3,75,98
4524,1,1,Amidosulfuron,3,191,84
4525,0,0,Amidosulfuron,3,234,84
4526,1,0,Chlormequat,3,69,92
4527,0,1,Amidosulfuron,3,179,91
4528,1,0,Amidosulfuron,2,235,95
4529,1,0,Lamba-Cyhalothrin,2,209,96
4530,1,1,Chlormequat,2,167,92
4531,0,0,Amidosulfuron,2,69,82
4532,1,1,Chlormequat,2,96,99
4533,1,1,Chlormequat,2,60,91
4534,0,0,Chlormequat,1,268,96
4535,1,1,Amidosulfuron,2,231,91
4536,1,1,Lamba-Cyhalothrin,2,255,95
4537,0,1,Lamba-Cyhalothrin,1,227,92
4538,1,1,Lamba-Cyhalothrin,3,176,82
4539,1,1,Amidosulfuron,1,79,99
4540,1,0,Lamba-Cyhalothrin,2,154,80
4541,0,1,Chlormequat,2,116,85
4542,0,1,Chlormequat,3,175,91
4543,1,1,Chlormequat,2,107,90
4544,0,1,Chlormequat,2,129,94
4545,0,0,Amidosulfuron,3,247,98
4546,1,1,Lamba-Cyhalothrin,2,250,82
4547,0,1,Chlormequat,3,89,82
4548,0,1,Chlormequat,1,102,98
4549,1,1,Lamba-Cyhalothrin,1,122,81
4550,0,1,Lamba-Cyhalothrin,3,230,84
4551,0,1,Amidosulfuron,2,60,86
4552,0,0,Lamba-Cyhalothrin,2,219,83
4553,1,1,Lamba-Cyhalothrin,2,168,87
4554,1,0,Amidosulfuron,3,296,85
4555,1,0,Chlormequat,3,249,99
4556,0,1,Chlormequat,1,198,99
4557,0,0,Amidosulfuron,2,253,80
4558,1,1,Chlormequat,2,82,87
4559,0,1,Lamba-Cyhalothrin,2,93,99
4560,0,1,Amidosulfuron,1,167,97
4561,1,1,Lamba-Cyhalothrin,3,258,83
4562,1,1,Lamba-Cyhalothrin,3,244,82
4563,1,1,Lamba-Cyhalothrin,3,118,93
4564,0,1,Amidosulfuron,3,236,92
4565,0,1,Chlormequat,1,188,99
4566,0,0,Lamba-Cyhalothrin,1,218,90
4567,1,0,Lamba-Cyhalothrin,3,171,93
4568,1,0,Chlormequat,3,72,87
4569,1,0,Amidosulfuron,1,152,91
4570,1,1,Lamba-Cyhalothrin,1,178,85
4571,1,1,Lamba-Cyhalothrin,3,142,81
4572,1,0,Lamba-Cyhalothrin,1,113,91
4573,1,1,Chlormequat,3,81,87
4574,0,1,Chlormequat,3,253,82
4575,1,0,Lamba-Cyhalothrin,1,118,82
4576,0,0,Lamba-Cyhalothrin,2,209,92
4577,0,1,Chlormequat,2,75,94
4578,1,0,Lamba-Cyhalothrin,2,138,94
4579,0,0,Chlormequat,2,121,83
4580,0,1,Amidosulfuron,3,265,80
4581,0,1,Amidosulfuron,1,63,93
4582,0,1,Lamba-Cyhalothrin,3,222,94
4583,0,0,Chlormequat,1,62,87
4584,0,1,Amidosulfuron,3,265,95
4585,1,1,Amidosulfuron,2,298,82
4586,0,1,Amidosulfuron,1,280,90
4587,0,1,Lamba-Cyhalothrin,1,238,88
4588,1,0,Amidosulfuron,1,195,88
4589,0,0,Amidosulfuron,2,298,87
4590,0,0,Amidosulfuron,1,152,88
4591,1,0,Lamba-Cyhalothrin,1,241,85
4592,0,1,Lamba-Cyhalothrin,1,153,98
4593,0,1,Chlormequat,3,196,90
4594,1,0,Chlormequat,3,100,90
4595,1,1,Amidosulfuron,3,112,95
4596,1,1,Lamba-Cyhalothrin,2,113,96
4597,1,1,Amidosulfuron,1,223,89
4598,1,1,Amidosulfuron,2,63,96
4599,0,0,Amidosulfuron,3,88,92
4600,1,0,Amidosulfuron,1,268,92
4601,1,0,Lamba-Cyhalothrin,2,62,83
4602,1,1,Lamba-Cyhalothrin,3,90,83
4603,0,1,Amidosulfuron,1,199,95
4604,0,1,Chlormequat,3,178,86
4605,0,0,Amidosulfuron,1,69,93
4606,0,1,Lamba-Cyhalothrin,2,221,84
4607,1,0,Lamba-Cyhalothrin,1,196,93
4608,1,0,Lamba-Cyhalothrin,2,87,99
4609,0,0,Amidosulfuron,3,271,97
4610,0,1,Chlormequat,3,72,98
4611,1,1,Chlormequat,1,130,89
4612,1,0,Lamba-Cyhalothrin,1,220,84
4613,1,0,Amidosulfuron,3,259,87
4614,0,0,Chlormequat,3,102,90
4615,0,0,Lamba-Cyhalothrin,3,135,94
4616,0,1,Lamba-Cyhalothrin,2,111,98
4617,1,1,Chlormequat,1,131,96
4618,1,0,Amidosulfuron,1,280,98
4619,1,1,Chlormequat,3,105,86
4620,0,1,Amidosulfuron,2,205,94
4621,1,1,Chlormequat,1,278,95
4622,1,1,Chlormequat,3,144,90
4623,1,0,Lamba-Cyhalothrin,1,152,86
4624,1,0,Amidosulfuron,2,153,94
4625,0,0,Amidosulfuron,2,248,94
4626,1,1,Chlormequat,1,266,89
4627,0,0,Lamba-Cyhalothrin,2,230,99
4628,1,0,Chlormequat,1,154,84
4629,0,1,Lamba-Cyhalothrin,2,166,99
4630,1,0,Lamba-Cyhalothrin,3,65,90
4631,0,1,Lamba-Cyhalothrin,2,294,84
4632,0,0,Amidosulfuron,3,212,85
4633,0,1,Lamba-Cyhalothrin,3,271,86
4634,1,0,Amidosulfuron,3,161,95
4635,1,1,Amidosulfuron,1,74,88
4636,0,0,Amidosulfuron,3,263,97
4637,0,1,Amidosulfuron,1,151,97
4638,0,1,Lamba-Cyhalothrin,1,151,92
4639,0,0,Chlormequat,1,116,98
4640,0,1,Lamba-Cyhalothrin,2,295,89
4641,0,1,Amidosulfuron,3,217,89
4642,0,1,Amidosulfuron,1,258,81
4643,0,1,Chlormequat,3,188,83
4644,0,1,Chlormequat,1,273,92
4645,1,0,Chlormequat,1,143,99
4646,0,0,Chlormequat,2,124,98
4647,0,1,Amidosulfuron,3,278,86
4648,0,0,Lamba-Cyhalothrin,2,176,85
